GENE.ID	GENE.NAME	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YLR374C	YLR374C	0.4	0.12	0.46	0.97	0.34	0.22	0.12	0.28	-0.03	-0.43	0.25	-0.11	0.59	-0.43	0.34	0.15	-3.24
YLL007C	YLL007C	0	-0.38	-0.84	-0.13	0.31	0.2	0.36	0.31	0.32	-1.05	-0.53	0.06	0.52	0.25	0.26	0.06	0.28
YLR312C	YLR312C	1.13	0.07	0.11	0.58	-0.07	-0.02	-0.17	-0.59	0.72	-0.17	-0.39	-0.39	-0.02	-1.07	-0.66	0.58	0.38
YOR304C-A	YOR304C-A	-0.13	-0.1	0.22	-0.12	0.13	0.14	0.09	0.12	-0.16	-0.16	0.13	0.47	-0.19	-0.095	-0.21	-0.15	-0.09
YPR174C	YPR174C	0.12	0.55	1.55	0.6	-0.84	-0.43	-0.79	-0.39	-0.53	-0.35	0.54	0.61	0.2	-0.42	-0.43	-0.35	-0.35
YGL154C	YGL154C	0.23	0.29	0.16	0.17	-0.09	-0.3	-0.15	-0.16	0.07	0.1	-0.15	-0.21	-0.43	0.085	0.11	0.14	0.2
YLL001W	YLL001W	-0.07	-0.34	-0.69	-0.17	0.49	0.28	-0.16	0.19	0.05	0.03	-0.17	0.14	0.16	0.065	0.08	0.08	0.1
YPL164C	YPL164C	0.96	-0.5	-0.18	0.22	0.28	0.67	-0.33	-0.69	0.13	-0.58	-0.5	-0.1	0.22	0.2	0.35	-0.3	0.15
YJR148W	YJR148W	0.09	0.03	0.39	-0.2	-0.63	-1.09	-0.97	-0.53	0.11	0.88	0.34	0.52	0.11	0.11	0.12	0.25	0.59
YML036W	YML036W	0.07	-0.27	0.14	-0.14	-0.37	0.15	0.21	-0.29	-0.22	0	0.15	-0.07	0.05	0.28	0.06	0.15	0.14
YCL036W	YCL036W	0.64	0.23	-0.07	-0.17	0.09	-0.12	-0.03	0.23	0.02	-0.34	-0.4	-0.08	0.17	0.03	-0.005	0.05	-0.23
YHL035C	YHL035C	0.63	0.02	-0.54	-0.91	-0.39	-0.09	-0.49	-0.17	-0.09	-0.09	0.02	0.37	0.83	0.4	0.16	0.19	0.13
YNL096C	YNL096C	-0.53	0.11	0.41	-0.14	0.16	-0.5	-0.06	-0.23	-0.39	0.7	0.27	-0.03	-0.44	0.06	-0.04	0.62	-0.02
YMR317W	YMR317W	0.28	1.75	0.65	-0.22	1.24	0.96	1.53	1.25	0.64	0.66	-0.72	-0.2	-0.98	-1.46	-1.52	-1.96	-1.91
YNL005C	YNL005C	-0.15	-0.03	-0.39	-0.49	-0.19	-0.34	-0.17	-0.17	0.02	0.18	0.3	0.42	0.15	-0.005	0.25	0.14	0.49
YER160C	YER160C	-0.28	-0.09	-0.02	0.07	0.23	-0.81	-0.42	-0.39	-0.39	0.93	0.28	-0.03	0.05	-0.39	0.07	0.36	0.82
YDR383C	YDR383C	0.29	-0.38	0.37	0.37	-0.33	-0.19	-1.15	-0.51	-0.25	0.21	0.55	0.64	0.21	0.29	-0.12	0.21	0.21
YCR039C	YCR039C	0.09	-0.15	-0.25	-0.28	0.09	-0.48	-0.07	-0.12	-0.33	0.62	-0.03	0.01	-0.39	0.14	0.39	0.39	0.33
YDR391C	YDR391C	0.88	0.69	0.16	-0.3	-0.43	0.03	0.1	-0.18	-0.21	-0.03	-0.42	-0.45	-0.42	-0.23	-0.105	0.54	0.31
YFL018W-A	YFL018W-A	0.27	0.03	0.15	0.07	0.22	-0.26	0.04	0.11	-0.03	0.32	-0.02	-0.16	-0.45	0.005	-0.1	-0.02	-0.15
YLR317W	YLR317W	0.04	0.28	-0.26	0.02	-0.01	0.13	-0.02	0.25	-0.04	0.2	0.1	-0.19	-0.14	0.06	0.005	-0.11	-0.29
YOR272W	YOR272W	-0.34	0.51	0.44	0.13	-0.32	0.03	0.09	0.24	0.05	-0.21	-0.45	-0.2	-0.11	-0.06	-0.015	0.33	-0.14
YEL005C	YEL005C	1.06	0.26	-0.09	0.16	-0.04	-0.52	-0.25	0.12	-0.13	0.3	-0.01	-0.12	-0.13	-0.28	-0.32	-0.09	-0.09
YOR293W	YOR293W	0.05	0.24	0.65	0.12	0.38	-0.26	-0.09	-0.13	-0.54	1.32	-2.74	0.09	-0.27	0.2	0.05	0.37	0.55
YOR374W	YOR374W	0.04	-0.17	-0.51	0.05	0.01	0.02	-0.21	0.15	0.09	0.88	0.08	-0.09	0.21	0.04	0.04	-0.64	0.08
YIL082W	YIL082W	-0.15	-0.58	-0.62	-0.05	-0.15	0.19	0.44	0.51	0.34	-0.34	-0.14	-0.24	0.28	0.14	0.38	-0.05	-0.05
YMR209C	YMR209C	-0.47	0.47	-0.06	-0.28	-0.02	-0.15	-0.15	-0.34	0.47	0.15	-0.08	-0.02	0.05	-0.41	-0.04	0.46	0.36
YGR139W	YGR139W	-0.29	-0.15	0.48	0.97	0.48	0.75	0.67	0.09	-0.44	-0.61	-0.61	0.43	-0.15	-0.22	-0.03	-0.44	-0.91
YNL331C	YNL331C	0.87	0.42	0.28	-0.04	-0.15	-0.24	-0.03	-0.15	0.04	-0.17	-0.18	-0.08	-0.12	-0.26	-0.1	-0.15	-0.04
YDR092W	YDR092W	-0.14	-0.06	-0.62	-0.13	0.12	-0.11	-0.29	-0.2	-0.24	0	0.05	0.01	-0.03	0.5	0.29	0.59	0.22
YKL108W	YKL108W	0.19	0.91	1.96	1.01	-0.65	-0.05	-0.49	-0.87	-0.21	-1.09	0.2	1	0.62	0.05	-0.93	-0.95	-0.68
YCR018C	YCR018C	0.82	0.89	0.86	0.61	0.07	-0.32	-0.74	-0.25	-0.45	-0.35	-0.57	-0.36	-0.41	-0.205	0.08	-0.16	0.27
YNL137C	YNL137C	-0.15	-0.14	-0.38	-0.46	-0.35	-0.31	-0.02	0.01	0.03	0.06	0.48	0.59	0.25	-0.005	-0.03	0.16	0.27
YDR429C	YDR429C	-0.82	0.08	0.35	0.01	-0.16	-0.16	0.09	-0.3	-0.29	0.29	-0.04	-0.23	0.045	0.26	0.14	0.46	0.33
YGL138C	YGL138C	-0.05	-0.27	-0.05	0.47	-0.53	0.47	-0.27	-0.27	-0.05	0.31	-0.05	0.15	-0.85	0.47	-0.27	0.85	-0.05
YIL069C	YIL069C	-0.54	-0.1	-0.07	0.19	0.26	-0.48	-0.2	-0.01	-0.19	0.015	0.49	0.13	-0.27	0.05	0.45	0.04	0.28
YEL025C	YEL025C	-0.07	-0.77	-0.86	-1.13	-0.45	-0.72	-0.18	1.13	0.86	0.59	0.93	-0.07	0.11	-0.25	0.67	0.11	0.09
YOL156W	YOL156W	1.33	0.79	-0.42	0.09	-0.1	-0.35	0.01	0.1	-0.42	-0.1	-0.32	0.35	-0.77	-0.08	-0.06	0.1	-0.22
YOR130C	YOR130C	-0.3	-0.26	0.18	-0.32	-0.11	-0.12	-0.28	-0.17	-0.39	-0.2	-0.06	-0.07	0.16	-0.115	0.38	0.8	0.74
YOR281C	YOR281C	-0.05	0.21	0.17	-0.12	0.01	-0.06	0.07	0.06	-0.23	0.25	-0.01	0	-0.44	-0.2	0.005	0.28	0.07
YDL012C	YDL012C	-0.19	0.03	0.04	-0.12	0.52	-0.19	0.02	0.01	-0.28	0.34	-0.06	-0.09	-0.28	0	0.01	0.39	-0.13
YDR186C	YDR186C	-0.21	0.33	0.77	0.51	0.31	-0.01	0.17	-0.13	-0.3	-0.18	-0.15	0.01	-0.32	-0.39	-0.135	-0.28	-0.14
YGR176W	YGR176W	-0.96	-0.48	-0.04	-0.19	0.35	0.46	0.11	0.11	0.17	0.76	-0.11	-0.26	-0.14	0.08	0.045	0.14	0.01
YLL017W	YLL017W	0.17	0.23	-0.06	-0.14	-0.24	-0.35	-0.45	0.15	0.39	0.2	0.03	0.03	-0.1	-0.1	-0.06	0.15	0.1
YKL174C	YKL174C	0.19	-0.25	-0.1	0.06	-0.1	-0.25	-0.07	-0.12	0.09	0.52	-0.01	-0.11	-0.06	0.08	-0.065	0.21	-0.08
YJR037W	YJR037W	1	0.06	0.19	-1.08	0.19	-1.4	-1.08	0.3	-0.81	0.6	-0.81	-0.08	0.85	0.19	0.6	0.85	0.6
YGR250C	YGR250C	0.27	-0.19	0.07	-0.3	0.25	0.21	-0.21	-0.01	0.06	-0.26	-0.08	-0.12	-0.09	-0.27	-0.045	0.24	0.45
YLR430W	YLR430W	-0.22	0.5	-0.49	-0.14	-0.07	0.16	-0.02	0.3	0.09	0.73	0.06	-0.24	-0.45	-0.02	0.07	-0.02	-0.24
YLR091W	YLR091W	-0.23	-0.25	0.03	0	0.03	-0.04	0.33	0.15	0.19	-0.61	-0.17	-0.02	0.21	-0.25	0.34	0.31	-0.04
YLR078C	YLR078C	0.04	0.16	0.67	0.39	-0.02	-0.19	0.02	-0.31	0.02	-0.27	-0.27	-0.13	-0.025	-0.1	-0.03	-0.07	0.09
YGR081C	YGR081C	-0.09	0.17	0.25	-0.03	0.2	0.04	0.22	0.06	-0.06	0.1	-0.35	-0.24	-0.35	0.02	0.03	0.1	-0.06
YKR033C	YKR033C	0.21	0.54	0.37	0.12	-0.04	-0.31	-0.58	-0.19	-0.19	-0.28	-0.36	-0.21	0.16	0	0.34	0.33	0.08
YPR199C	YPR199C	0.41	-0.36	-0.25	-0.44	-0.03	0.18	0.05	0.29	0.05	-0.3	-0.31	0.34	-0.09	-0.16	0.01	0.36	0.25
YDR199W	YDR199W	-0.34	-0.31	-0.08	-0.03	0.51	0.38	0.23	-0.18	-0.23	-0.03	-0.1	0.02	-0.24	0.43	-0.055	0.27	-0.3
YOL007C	YOL007C	-0.59	0.75	1.64	1.32	0.3	-0.16	-0.67	-1.28	-1.39	-0.11	0.95	0.9	0.47	-0.08	-0.095	-0.96	-1.08
YDR097C	YDR097C	-0.62	-0.43	1.38	0.79	0.19	-0.28	-0.62	-0.93	-0.83	0.5	1.12	1.09	0.32	0.04	-0.12	-1.16	-0.57
YDR176W	YDR176W	-0.19	-0.34	-0.57	0.04	0.52	0.22	-0.04	0.07	0.06	-0.17	-0.08	0.1	0.08	0.05	0.14	0.11	0.04
YOL134C	YOL134C	0.57	0.04	-0.24	-0.16	-0.54	-0.01	-0.18	0.15	0.13	0.07	-0.07	-0.38	0.04	0.26	0.31	0.04	0.04
YAL036C	YAL036C	0.01	0.04	0.66	0.01	0.18	-0.47	0.27	0.01	-0.3	0.39	-0.35	-0.15	-0.14	0.12	0.01	-0.28	0.01
YKL190W	YKL190W	-0.13	-0.07	-0.26	-0.18	-0.13	-0.41	-0.46	-0.04	-0.2	0.67	0.24	0.17	-0.055	0.09	0.3	0.23	0.19
YPL051W	YPL051W	-0.24	0.03	0.21	-0.13	0.05	0.06	0.3	0.37	0.1	-0.32	-0.16	-0.03	-0.44	-0.02	0.04	0.14	0.07
YFR007W	YFR007W	0.58	0.23	-0.3	-0.08	-0.36	-0.33	-0.22	-0.2	-0.04	0	0.17	0.36	0.02	-0.01	0.07	0.15	-0.04
YMR052W	YMR052W	0.33	0.44	0.14	0.03	-0.15	0	0.05	-0.12	-0.07	-0.15	0	-0.31	-0.19	0	0.06	0.01	-0.08
YDR449C	YDR449C	-0.39	0.15	0.02	0.09	0.25	0.32	-0.06	0.26	0.18	-0.56	-0.25	0	-0.34	0.27	0.04	0.06	-0.01
YIL076W	YIL076W	-0.08	-0.25	0.28	0.19	-0.03	-0.02	-0.11	-0.37	-0.37	0.03	0	-0.01	0.12	0.16	-0.005	0.15	0.32
YPL018W	YPL018W	0.49	0.31	0.12	0.02	0.06	0	-0.16	0.02	-0.27	-0.16	-0.19	0.27	-0.04	-0.22	-0.02	-0.04	-0.23
YNL159C	YNL159C	0.31	0.19	-0.29	-0.5	0.03	0.04	0.26	0.19	0.04	-0.35	-0.06	0.6	0.03	-0.34	-0.15	0.03	0.03
YCR032W	YCR032W	0.13	0.64	-0.62	-0.35	-0.19	0.54	0.1	0.54	0.19	0.07	-0.23	-0.31	0.06	-0.19	-0.43	-0.01	0.07
YLL014W	YLL014W	-0.14	0.18	0.11	0.03	0.13	-0.59	-0.4	-0.33	0.03	0.64	-0.04	-0.11	0.08	0.03	-0.41	0.43	0.39
YNR071C	YNR071C	0.94	1.22	0.45	0.37	0.23	0.28	0.16	0.26	0.25	-0.54	-0.48	-0.37	-0.51	-0.66	-0.54	-0.18	-0.89
YLR089C	YLR089C	-0.07	-0.03	0.37	0.36	0.24	-0.05	0.23	-0.21	0.51	0.1	-1.35	0.26	0.41	-0.23	-0.45	0.1	0.1
YDR419W	YDR419W	0.21	0.63	0.14	0	-0.12	-0.05	0.02	-0.32	-0.15	-0.5	-0.42	-0.26	-0.1	0.41	-0.035	0.54	-0.02
YOL027C	YOL027C	-0.17	0.25	-0.88	-0.03	0.21	-0.01	0.01	-0.08	-0.04	0.64	0.05	-0.64	0.03	0.02	0	0.68	-0.04
YER107C	YER107C	-0.6	0.31	-0.01	-0.46	0.14	0.02	0.08	0.16	-0.03	0.09	-0.18	-0.07	0.12	0.03	0.055	0.28	0.11
YMR014W	YMR014W	-0.37	0	-0.16	-0.16	-0.16	0.26	0.34	0.37	0	0.17	0.01	-0.23	-0.15	0.26	-0.035	-0.07	-0.1
YAR052C	YAR052C	-0.5	-0.16	0.28	-0.21	-0.13	0.43	0.12	0.38	0.12	0.3	-0.08	0.23	0.1	-0.38	-0.13	-0.38	0.01
YOL063C	YOL063C	0.07	0.02	-0.38	0.22	0.29	0.22	0.23	0.07	-0.25	-0.28	0.19	0.58	-0.33	-0.16	0.045	-0.3	-0.2
YGR216C	YGR216C	0.04	0.09	0.23	-0.05	-0.22	0.08	0.28	-0.08	0.11	-0.35	-0.33	-0.08	-0.08	0.24	-0.005	0.16	-0.06
YMR233W	YMR233W	-0.66	0.07	-0.57	-0.45	-0.62	-0.1	-0.26	-0.31	0.3	0.41	0.21	0.58	0.1	0.45	0.085	0.29	0.54
YLR051C	YLR051C	-0.2	0.53	0.13	-0.46	0.34	-0.2	-0.19	0.4	-0.01	-0.15	-0.37	0.01	-0.19	-0.1	-0.055	0.24	0.22
YGL164C	YGL164C	0.02	0.01	-0.05	-0.08	-0.22	-0.14	0.14	-0.09	0.04	0.19	0.04	-0.02	-0.01	0.08	0	0.15	-0.07
YOL098C	YOL098C	0.06	0.14	-0.06	-0.04	-0.32	-0.08	0.13	0.07	0.13	0.06	-0.03	-0.29	0.15	0.02	0.04	-0.02	0.08
YLR179C	YLR179C	0.21	-0.01	0.36	0.2	-0.04	-0.19	-0.18	-0.43	-0.26	0.79	-0.01	-0.17	-0.08	-0.31	-0.025	0.11	0.02
YOR124C	YOR124C	-0.22	-0.09	-0.71	-0.74	-0.13	-0.25	0	-0.08	0.03	0.19	0.35	0.59	0.14	0.015	0.31	0.3	0.31
YOL039W	YOL039W	-0.43	0.18	-0.27	-0.19	0	-0.59	-0.33	-0.31	-0.38	1.19	-0.105	0.24	-0.29	0.09	0.16	0.95	-0.02
YJL100W	YJL100W	0.13	-0.58	-0.62	-0.13	-0.1	0.22	0.02	0.22	0.06	0.08	0.12	0	-0.18	0.65	0.05	0.04	0.08
YML070W	YML070W	0.64	0.13	0.26	-0.43	-0.64	-0.59	-0.35	-0.44	0.03	0.41	-0.08	0.31	0.08	0.11	0.095	0.27	0.28
YJL130C	YJL130C	-0.45	-0.08	0.12	-0.14	-0.09	-0.12	-0.06	-0.02	0.05	0.55	-0.39	-0.04	-0.12	0.23	0.03	0.22	0.27
YPR154W	YPR154W	0.59	0	0.25	0.36	0.3	0.12	-0.01	0.02	-0.08	0.46	-0.32	-0.87	-0.31	-0.28	0.01	-0.33	0.1
YBR160W	YBR160W	-0.46	0.15	0.71	0.06	-0.14	-0.04	0.35	-0.06	-0.3	0.23	0.3	0.05	-0.18	-0.015	-0.16	0.01	-0.52
YMR071C	YMR071C	-0.01	0.11	-0.9	-0.54	-0.04	-0.22	-0.24	0.12	0.04	0.59	0.02	0.25	0.015	-0.18	0.01	0.51	0.47
YAR064W	YAR064W	0.05	-0.87	0.18	-0.63	0.15	-0.41	0.21	0.1	-0.41	0.37	0.64	0.78	0.34	0.12	0.11	-0.5	-0.12
YCLX06C	YCLX06C	-0.12	0.05	0.34	0.22	-0.25	-0.52	-0.09	-0.24	-0.19	1.21	0.07	0.12	-0.21	-0.08	-0.085	-0.44	0.13
YGR173W	YGR173W	-0.42	0.12	0.06	-0.13	-0.39	0.14	0.06	0.02	0.08	-0.27	0	0.38	0.28	0.25	0.04	-0.18	0
YGR080W	YGR080W	0.47	-0.2	-0.73	-0.42	-0.12	0.06	-0.16	-0.13	0.01	0.14	0.1	0.25	0.1	0.09	0.075	0.3	0.24
YOR171C	YOR171C	-0.7	-0.27	-0.24	-0.26	0.17	0.4	-0.05	0.17	0.39	-0.12	-0.12	-0.03	0.31	0.18	-0.025	-0.02	0.19
YHL015W	YHL015W	-0.1	-0.12	0.24	0.04	0.3	-0.4	-0.05	-0.21	-0.58	1.07	0.14	-0.06	-0.34	-0.41	-0.07	0.11	0.37
YKL212W	YKL212W	-0.22	-0.43	0.06	0.06	-0.16	-0.44	-0.52	-0.09	0.05	0.63	0.13	0.22	0.06	0.21	0.13	0.22	0.15
YML058C-A	YML058C-A	0.64	-0.84	-0.03	0.04	-0.58	-0.32	0.07	-0.58	0.6	0.005	-0.2	0.94	1.11	-0.63	-0.9	0.21	0.45
YMR096W	YMR096W	0.12	-0.04	0.25	0	-0.75	-0.04	-0.08	-0.95	0.02	-0.2	0.49	0.45	0.64	-0.06	-0.45	0.25	0.34
YGR106C	YGR106C	-0.13	-0.12	0.19	-0.03	-0.28	-0.36	0.08	-0.09	-0.15	0.43	0.01	-0.13	-0.22	0.21	-0.06	0.41	0.18
YDR411C	YDR411C	0.42	-0.68	-0.31	0.05	0.17	0.17	-0.17	-0.05	0.01	-0.15	0.22	0.2	-0.06	0.29	-0.01	-0.03	-0.09
YLR123C	YLR123C	1.07	0.93	0.31	0.58	0.03	0.23	0.03	0.29	-0.14	-0.83	0.1	-0.68	-0.34	-0.41	-0.27	-0.48	-0.41
YMR133W	YMR133W	1.19	0.39	0.15	0.15	-0.15	0.17	-0.08	0.23	-0.34	-0.3	-0.61	-0.18	-0.11	0.29	-0.83	-0.11	0.15
YLR052W	YLR052W	-0.21	0.11	-0.13	-0.12	0.16	-0.06	-0.27	0.18	0.15	0.18	-0.03	0.11	-0.1	0.03	0	0.04	-0.05
YHR120W	YHR120W	-0.23	0.08	0.46	-0.06	-0.34	0.14	0.03	-0.16	0.04	-0.46	0.09	0.21	0.15	0.31	0.035	-0.11	-0.16
YDR384C	YDR384C	0.08	0.01	0.07	0.07	0.19	0	-0.37	0.19	0.18	0.3	-0.08	-0.19	-0.55	0.12	0.07	0.12	-0.17
YOR340C	YOR340C	-0.46	0.21	0.33	0.04	0.32	0.09	0.3	0.25	0	0.01	-0.21	-0.08	-0.14	0.005	-0.06	-0.32	-0.28
YKR024C	YKR024C	-0.47	0.48	0.21	0.32	0.31	0.4	0.5	0.04	0.09	-0.14	-0.26	-0.35	-0.09	-0.24	-0.025	-0.25	-0.55
YJR018W	YJR018W	-0.05	-0.08	0.34	0.07	-0.26	-0.49	-0.37	-0.37	0.51	-0.02	-0.02	-0.17	0.24	0.44	-0.02	0.01	0.17
YLR268W	YLR268W	-0.14	-0.29	0.07	-0.08	0.03	-0.06	0.3	-0.22	0.03	-0.11	-0.11	-0.1	0.07	-0.015	0.08	0.35	0.18
YHR052W	YHR052W	-0.47	0.17	0.39	0.21	0.12	-0.09	0.23	0.24	-0.15	0.21	-0.1	-0.35	-0.32	-0.15	0.04	0	0.08
YNL078W	YNL078W	-0.27	-0.76	-1.4	-1.22	-0.69	-0.23	-0.28	-0.21	0.44	1.34	1.14	0.75	0.21	-0.1	-0.155	0.44	0.83
YGL181W	YGL181W	0.07	-0.26	-0.75	0.03	0.49	-0.43	-0.1	0.07	0.13	0.36	-0.19	-0.22	-0.36	0.05	0.52	0.41	0.24
YGL194C	YGL194C	0.54	0.06	-0.41	0.02	-0.06	0.22	0.26	0.09	0.2	-0.17	-0.01	-0.31	-0.31	0.11	0.02	-0.38	0.13
YCR064C	YCR064C	0.61	-0.13	-0.3	0.48	0.42	0.38	0.31	0.31	0.27	0.23	0.01	0.15	0.01	-0.13	-0.77	-1.48	-0.36
YBR195C	YBR195C	0.36	-0.31	0.32	-0.06	0.1	-0.37	0.06	0.04	0.03	0.32	0.04	0.23	0.03	0.04	-0.16	-0.8	0.17
YMR105C	YMR105C	1.34	1.16	-0.56	-0.01	0.42	-0.14	-0.49	-1.03	0.13	0.02	0.13	0.46	0.09	-0.91	-0.63	0.02	0.02
YKL127W	YKL127W	-0.8	-0.74	0.42	0.72	-0.13	0.04	0.01	-0.14	-0.5	0.17	0.63	0.4	0.4	0.025	0.23	-0.2	-0.53
YBR164C	YBR164C	0.06	-0.31	0.07	-0.12	-0.01	-0.39	0.14	0.11	-0.1	0.45	0.12	0.09	-0.22	0.065	0.17	-0.26	0.18
YLL013C	YLL013C	-0.03	-0.03	-0.49	-0.26	0.08	0.17	0.04	0.01	0.04	0.43	-0.03	0.11	0.32	0.26	-0.83	-0.22	0.43
YGR230W	YGR230W	0.11	0.03	-0.24	-0.45	-0.37	-0.04	0.64	1.17	1.15	0.47	-0.32	-0.6	-1.06	-0.4	-0.08	-0.08	-0.08
YDR247W	YDR247W	-0.19	-1.83	-0.24	0.84	0.5	0.73	0.29	0.25	0.05	-0.41	-0.35	-0.3	0.33	0.33	0.25	0.43	-0.67
YGL241W	YGL241W	-0.37	0.11	0.52	0.27	-0.08	-0.13	-0.05	-0.04	0.09	-0.17	0.1	0.13	-0.06	-0.07	-0.045	-0.03	-0.21
YPL216W	YPL216W	0.56	0.84	0.27	-0.29	-0.33	-0.04	0.07	-0.05	-0.22	-0.87	-0.25	0.16	-0.07	0.06	0.16	-0.04	-0.04
YBL025W	YBL025W	0.5	-0.6	-0.25	-0.35	0.36	-0.08	0.23	0.35	0.15	-0.48	-0.17	0.23	0.28	-0.025	-0.05	-0.12	0
YOL015W	YOL015W	0.83	0.41	0.5	0.57	0.03	0.01	0.06	-0.11	-0.11	0.12	-0.09	-0.11	-0.15	-0.32	-0.21	-0.92	-0.52
YKL213C	YKL213C	0.23	-0.06	-0.07	0.09	0.05	0.23	0.17	-0.03	-0.27	0.24	0.45	-0.11	-0.2	-0.045	-0.06	-0.46	-0.21
YER068W	YER068W	-0.14	-0.1	0.2	-0.03	0.1	-0.06	0.01	0.24	0.04	0.01	0.06	-0.27	0.25	0.01	-0.27	-0.18	0.13
YNL170W	YNL170W	0.11	-0.52	0.19	0.31	-0.1	-0.03	-0.01	0.03	-0.09	0.12	-0.09	0.16	0.13	0.06	0.015	-0.26	0
YPR151C	YPR151C	1.87	0.39	0.39	0.18	-0.04	-0.66	-0.89	-0.73	-0.51	0.22	-0.29	-0.35	-0.24	0.09	0.47	-0.04	0.15
YHR071W	YHR071W	-0.21	0.04	0.3	-0.16	0.05	-0.08	-0.15	-0.25	-0.46	0.25	-0.37	-0.27	0.17	0.35	-0.02	0.4	0.38
YOL128C	YOL128C	0.37	0.5	0.01	-0.07	0.07	-0.07	0.17	0.04	-0.18	-0.38	-0.23	0.27	-0.12	-0.08	-0.04	-0.01	-0.29
YLR102C	YLR102C	0.61	-0.17	-0.04	0.19	0.47	0.01	0.22	-0.1	-0.02	-0.21	-0.58	-0.23	0.05	0.03	-0.02	-0.02	-0.22
YDR543C	YDR543C	-0.05	0.69	0.41	0.52	0.29	0.12	0.4	-0.4	-0.29	-0.44	-0.29	-0.33	-0.71	0.33	0.035	0.27	-0.51
YOR057W	YOR057W	0.42	0.33	-0.36	-0.28	-0.03	0	0.06	0.11	-0.06	-0.09	-0.22	-0.03	-0.17	0.01	-0.015	0.32	0
YDR184C	YDR184C	-0.26	0.83	0.35	0	0.12	0.47	0.55	0.17	0.01	-0.53	-0.48	-0.42	-0.32	0.005	-0.28	0.04	-0.27
YML096W	YML096W	-0.04	-0.06	0.41	-0.08	-0.43	-0.05	0.23	-0.05	0.2	-0.43	-0.04	0.1	0.24	-0.04	-0.04	0.04	0
YOR117W	YOR117W	-0.14	-0.07	-0.45	-0.24	-0.21	-0.24	-0.27	-0.15	0.04	0.37	0.38	-0.28	0.28	-0.105	0.25	0.3	0.43
YGL136C	YGL136C	0.45	0.45	-0.04	-0.27	-0.18	-0.18	0.01	-0.02	0.18	-0.64	-0.1	0.18	-0.2	0.18	-0.02	0.14	0.03
YHR185C	YHR185C	0.51	1.41	0.09	0.68	-0.49	-0.49	0.83	0.09	-1.49	-1.49	0.51	-0.17	-0.17	-1.49	1.31	0.09	0.31
YBL070C	YBL070C	-0.29	0.43	0.14	0.35	0.74	0.35	0.51	0.74	-0.42	-0.29	-0.82	-0.73	0.39	0.31	0.23	-0.73	-0.91
YEL018W	YEL018W	-0.24	0.14	0.25	0.35	0.54	0.27	-0.14	0.08	-0.34	-0.43	-0.6	-0.23	0.21	0.48	-0.35	0.08	0.08
YPR081C	YPR081C	1.16	-0.15	-0.15	0.07	-0.01	0.01	-0.03	-0.25	0.14	0.51	-0.23	-0.62	-0.23	-0.17	0.3	-0.6	0.25
YHR008C	YHR008C	0.49	0.06	0.02	-0.24	-0.2	-0.28	-0.57	-0.57	-0.31	0.46	0.12	0.11	0.32	0.04	-0.09	0.2	0.49
YJL211C	YJL211C	-0.44	-1.58	-2.1	-0.1	0.62	0.23	0.1	-0.58	0.74	-0.38	0.31	1.03	1.12	0.31	0.34	0.34	0.05
YNR006W	YNR006W	0.22	0.13	-0.14	-0.16	-0.17	0.21	0.18	0.44	-0.01	-0.33	-0.33	0.13	-0.31	-0.06	-0.43	0.68	-0.11
YER113C	YER113C	-0.53	0.22	0.29	-0.1	0.11	-0.35	0.08	0.52	0.16	-0.21	0.1	0.15	0.1	-0.35	-0.18	0.1	0.1
YGR137W	YGR137W	0.04	0.09	0	-0.16	-0.4	-0.34	-0.17	-0.28	-0.17	0.42	0.04	0.12	0.04	0.17	0.04	0.37	0.23
YLR210W	YLR210W	-0.43	-0.4	-0.24	0.42	0.42	0.41	0.68	-0.02	0.34	-1.08	-0.29	-0.06	0.26	-0.04	-0.06	0.21	-0.16
YCR092C	YCR092C	-0.01	-0.09	0.05	-0.04	0.23	0.08	0.03	0.36	0.16	-0.01	0.16	0.27	-0.03	0.01	-0.5	-0.46	-0.22
YMR193W	YMR193W	-0.24	0.07	-0.65	-0.72	-0.41	-0.32	-0.19	-0.39	0.07	0.65	0.42	0.28	0.16	0.04	0.055	0.54	0.67
YJR062C	YJR062C	-0.15	-0.35	-0.77	-0.4	0	-0.31	-0.02	0.16	0.6	0.16	-0.24	0.38	0.38	-0.08	-0.01	0.36	0.28
YPL157W	YPL157W	0.1	-0.17	-0.13	-0.13	-0.14	0.28	0.2	0.17	0.24	0.01	0.03	-0.13	-0.01	-0.33	0	-0.16	0.16
YBL015W	YBL015W	0.24	-0.65	-0.22	0.06	0.51	-0.12	-0.33	-0.11	0	0.32	0.23	0.23	0.16	0.02	-0.17	-0.21	0.04
YNL285W	YNL285W	0.82	1.42	0.03	0.24	-0.81	0.08	0.46	-0.25	-0.81	-0.25	-1.28	0.82	-0.12	-0.06	0.14	-0.28	-0.15
YAL025C	YAL025C	-0.84	0.36	0.5	-0.26	0.27	-0.06	0.77	0.3	-0.26	0.13	-0.31	-0.21	-0.13	0	0.06	-0.48	0.15
YLR107W	YLR107W	0.17	0.45	-0.2	0.04	0.23	-0.01	0.09	-0.27	0.17	-0.29	-0.15	-0.28	-0.21	-0.09	0.015	0.25	0.11
