classa	classb	classc	des_id	pathway_id
Metabolism	Biosynthesis of other secondary metabolites	Clavulanic acid biosynthesis	-	ko00331
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	-	ko00521
Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis	K00844	ko00524
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	-	ko00525
Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	-	ko00401
Metabolism	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	-	ko00404
Metabolism	Biosynthesis of other secondary metabolites	Phenazine biosynthesis	-	ko00405
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	K00645	ko00333
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	K00059	ko00333
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	K00208	ko00333
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	K11262	ko00254
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	-	ko00998
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K00789	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K05953	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K14271	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K22374	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K18054	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K13832	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K13222	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K13227	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K01188	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K05349	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K05350	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites [PATH:osa00999]	K21568	ko00999
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various other secondary metabolites	-	ko00997
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	-	ko00362
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	-	ko00627
Metabolism	Xenobiotics biodegradation and metabolism	Fluorobenzoate degradation	-	ko00364
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	-	ko00625
Metabolism	Xenobiotics biodegradation and metabolism	Chlorocyclohexane and chlorobenzene degradation	-	ko00361
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation	-	ko00623
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	-	ko00622
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	-	ko00633
Metabolism	Xenobiotics biodegradation and metabolism	Ethylbenzene degradation	-	ko00642
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation	-	ko00643
Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation	-	ko00791
Metabolism	Xenobiotics biodegradation and metabolism	Caprolactam degradation	-	ko00930
Metabolism	Xenobiotics biodegradation and metabolism	Bisphenol degradation	-	ko00363
Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation	-	ko00621
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation	-	ko00626
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	-	ko00624
Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	-	ko00365
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation	-	ko00984
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	-	ko00980
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	-	ko00982
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	-	ko00983
Metabolism	Not included in regular maps	Global maps only	-	ko09113
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03043	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03046	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03040	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03010	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03006	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03011	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03008	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03012	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03015	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03017	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03021	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03018	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03020	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03027	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03023	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03026	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K14721	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03025	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03024	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03022	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K25304	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03019	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03002	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K02999	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03000	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03004	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03005	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03013	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03014	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03016	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03009	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K03007	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K16250	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K16251	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K16252	ko03020
Genetic Information Processing	Transcription	RNA polymerase [PATH:osa03020]	K16253	ko03020
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03122	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03123	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03124	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03120	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03125	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03128	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03132	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K14649	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03134	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03130	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03129	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03126	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03131	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03133	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03135	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03127	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03136	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03137	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03138	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03139	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03141	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03142	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03143	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K03144	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K10843	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K10844	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K10845	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K02202	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K10842	ko03022
Genetic Information Processing	Transcription	Basal transcription factors [PATH:osa03022]	K06634	ko03022
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12811	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12812	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12813	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12815	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12816	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12817	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12818	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12819	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12820	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11086	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11087	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11096	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11088	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11097	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11098	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11099	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11093	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11091	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11095	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12821	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12822	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12823	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12824	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K13098	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11092	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11094	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12825	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12826	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12827	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12828	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12829	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12830	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12831	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12832	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12833	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12834	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12835	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12836	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12837	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12839	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12840	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12842	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12621	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12622	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12623	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12624	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12625	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12626	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12627	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12843	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12662	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K09567	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12844	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12845	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12846	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12847	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K11984	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12848	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12849	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12850	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12852	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12854	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12855	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12856	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12857	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12858	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12859	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K10599	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12860	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12861	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12862	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12863	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12864	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K03283	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12865	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K06063	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12867	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12868	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12869	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12870	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12733	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12871	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12872	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12873	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12874	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12875	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K13025	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12876	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12877	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12878	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12879	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12880	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12881	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12882	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12883	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12741	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12890	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12891	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12893	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12896	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12897	ko03040
Genetic Information Processing	Transcription	Spliceosome [PATH:osa03040]	K12900	ko03040
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02945	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02967	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02982	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02986	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02988	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02990	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02992	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02994	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02996	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02946	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02948	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02950	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02952	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02954	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02956	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02959	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02961	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02963	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02965	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02968	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02970	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02981	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02985	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02984	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02987	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02989	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02991	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02993	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02995	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02997	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02947	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02949	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02951	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02953	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02955	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02958	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02957	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02960	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02962	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02964	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02966	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02969	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02971	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02973	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02974	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02975	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02976	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02978	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02977	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02979	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02980	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02983	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02998	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02863	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02886	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02906	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02926	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02931	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02933	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02935	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02939	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02864	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02867	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02871	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02874	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02876	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02878	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02879	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02881	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02884	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02887	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02888	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02890	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02892	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02895	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02897	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02899	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02902	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02904	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02907	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02909	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02911	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02913	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02914	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02916	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02919	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02925	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02930	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02932	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02934	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02937	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02936	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02938	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02940	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02866	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02865	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02868	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02870	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02873	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02872	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02875	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02877	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02880	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02883	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02882	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02885	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02889	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02891	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02894	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02893	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02896	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02898	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02901	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02900	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02903	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02905	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02908	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02910	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02912	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02915	ko03010
Genetic Information Processing	Translation	Ribosome [PATH:osa03010]	K02918	ko03010
